Id,Class,ECD (um),Count,O Wt%,Na Wt%,Mg Wt%,Al Wt%,Si Wt%,Cl Wt%,K Wt%,Ca Wt%,Ti Wt%,Fe Wt%,Cu Wt%,P Wt%,Mn Wt%,Zn Wt%,S Wt%,Cr Wt%
7812,Aluminosillicates,3.690181563,60241.0,71.69032693,1.990192197,1.869545318,4.488038272,11.12119332,0.0,0.302029704,2.711474895,1.023039129,4.804156721,0.0,0.0,0.0,0.0,0.0,0.0
7813,No Classification,2.227330338,57043.0,78.88263464,0.0,0.0,0.771777797,5.012921989,0.0,0.0,0.820450764,4.307863116,10.20435691,0.0,0.0,0.0,0.0,0.0,0.0
7814,Aluminosillicates,1.806972121,55084.0,80.28177619,4.527262226,0.0,2.726735547,10.41423976,0.0,0.0,0.989394262,0.0,1.060597412,0.0,0.0,0.0,0.0,0.0,0.0
7829,Sillica mixtures ,1.113665169,57295.0,88.21327686,0.0,0.0,0.0,7.33653456,0.0,0.0,0.0,0.0,4.45019193,0.0,0.0,0.0,0.0,0.0,0.0
7830,Sillica mixtures ,1.113665169,58346.0,80.09198904,0.0,5.615633354,0.0,8.759262413,0.0,0.0,3.732793778,0.0,1.800328493,0.0,0.0,0.0,0.0,0.0,0.0
7831,Sillica mixtures ,1.500899456,54986.0,81.83095455,2.828939259,0.0,0.0,12.03749254,0.0,0.0,0.0,0.0,3.302614763,0.0,0.0,0.0,0.0,0.0,0.0
7832,Aluminosillicates,1.500899456,57100.0,79.1590333,3.626820073,0.0,5.735596642,9.775660932,0.0,0.0,1.702887192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7833,No Classification,1.987096215,57377.0,75.21486282,0.0,3.336086124,0.887692999,7.94531256,0.0,0.0,2.379130386,0.597074069,9.639847279,0.0,0.0,0.0,0.0,0.0,0.0
7834,Aluminosillicates,2.814678305,57718.0,75.25186539,2.497553639,1.357825566,4.064735398,11.21138409,0.0,0.0,3.670749068,0.0,1.94588583,0.0,0.0,0.0,0.0,0.0,0.0
7835,Aluminosillicates,4.040512496,62323.0,72.24936485,0.0,4.648691416,2.107076347,11.46199629,0.0,0.0,4.662558064,0.512657827,4.357660562,0.0,0.0,0.0,0.0,0.0,0.0
7836,Aluminosillicates,3.006011965,61203.0,74.14410114,4.091773555,0.0,4.287885502,12.94301003,0.0,2.275346406,0.0,0.492711086,1.765156537,0.0,0.0,0.0,0.0,0.0,0.0
7837,Aluminosillicates,1.090700534,57710.0,82.3592484,5.172308907,0.0,1.528636459,10.93980744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7838,Aluminosillicates,3.703874306,55957.0,73.05609584,2.807729505,0.0,8.397203684,11.66106835,0.0,0.0,4.077908024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7839,Sillica mixtures ,1.190558145,54413.0,92.11180806,0.0,0.0,0.546769146,7.341432571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7840,Aluminosillicates,2.464689516,57672.0,76.61855221,3.18216905,0.0,2.730408497,8.341438323,0.0,0.0,1.405627839,2.652817219,5.06898798,0.0,0.0,0.0,0.0,0.0,0.0
7841,Aluminosillicates,5.271785933,56760.0,71.81051373,2.04184223,2.905550599,4.199541733,12.05148324,0.0,0.0,3.47498171,0.499582849,3.016496263,0.0,0.0,0.0,0.0,0.0,0.0
7864,Aluminosillicates,1.018705205,58783.0,87.49602437,0.0,0.0,2.367256396,7.882972062,0.0,0.0,2.253746241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7865,Aluminosillicates,1.558806519,57756.0,80.57351708,0.0,0.0,2.170492895,9.394209832,0.0,0.0,2.075839974,0.0,5.785940215,0.0,0.0,0.0,0.0,0.0,0.0
7866,Sillica mixtures ,1.031053598,57972.0,79.92979288,0.0,4.882040247,0.0,9.327379614,0.0,0.0,3.961086646,0.0,1.899700426,0.0,0.0,0.0,0.0,0.0,0.0
7867,Sillica mixtures ,1.018705205,56966.0,81.43259287,0.0,4.220678285,0.0,8.315324038,0.0,0.0,3.181397915,0.0,2.850010805,0.0,0.0,0.0,0.0,0.0,0.0
7868,Aluminosillicates,1.63023888,59783.0,77.72532701,0.0,2.253217809,3.210625052,10.0832969,0.0,0.0,2.51636263,0.0,4.211158678,0.0,0.0,0.0,0.0,0.0,0.0
7869,Metallic Fe,1.067241867,58794.0,72.17852473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.58426939,22.23719954,0.0,0.0,0.0,0.0,0.0,0.0
7870,Aluminosillicates,1.414067505,57821.0,79.31626439,0.0,1.716847159,1.59992706,6.648547947,0.0,0.0,1.025218237,1.928016543,7.765171677,0.0,0.0,0.0,0.0,0.0,0.0
7871,Aluminosillicates,5.088554306,56668.0,66.44314528,1.783827692,2.447897382,5.452927575,12.46240214,0.0,0.427553756,3.531094268,1.328182314,6.122962385,0.0,0.0,0.0,0.0,0.0,0.0
7872,Sillica mixtures ,2.272331457,56631.0,69.16381717,0.0,5.977340788,0.297290483,12.80856133,0.0,0.0,6.007716805,0.0,5.745278299,0.0,0.0,0.0,0.0,0.0,0.0
7873,Sillica mixtures ,1.500899456,58590.0,82.11098313,0.0,2.122329362,0.0,7.463230938,0.0,0.0,2.131208032,0.0,6.172252819,0.0,0.0,0.0,0.0,0.0,0.0
7874,Aluminosillicates,2.633491241,62240.0,74.16390777,3.297736496,0.0,7.195480168,11.88969836,0.0,0.0,3.453184292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7875,Aluminosillicates,1.340558502,59044.0,82.74356723,0.0,0.0,5.674140155,7.872948796,0.0,0.0,3.709341586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7876,Aluminosillicates,1.65336399,59969.0,78.05284858,3.440357372,0.0,6.059072167,9.066731483,0.0,0.0,2.331228554,0.0,1.049763151,0.0,0.0,0.0,0.0,0.0,0.0
7931,False Si ,1.136165728,55240.0,92.70336032,0.0,0.0,0.0,7.296639681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7932,Aluminosillicates,1.691203305,59205.0,79.47369814,0.0,2.117034607,2.587649226,9.297935665,0.0,0.0,2.41200272,0.0,4.111677408,0.0,0.0,0.0,0.0,0.0,0.0
7933,Sillica mixtures ,1.792909867,53920.0,75.51634312,0.0,6.338315457,0.0,10.76249927,0.0,0.0,4.901982471,0.0,2.480861358,0.0,0.0,0.0,0.0,0.0,0.0
7934,Aluminosillicates,1.558806519,60324.0,82.09829926,3.04692816,0.0,2.133091912,10.90619937,0.0,0.0,0.0,0.0,1.815476269,0.0,0.0,0.0,0.0,0.0,0.0
7935,Metallic Fe,1.090700534,56203.0,83.97856355,0.0,0.0,0.0,3.304927796,0.0,0.0,0.0,2.038155124,10.67835242,0.0,0.0,0.0,0.0,0.0,0.0
7936,Sillica mixtures ,1.262777606,56863.0,80.04649878,0.0,4.340004176,0.0,8.10790956,0.0,0.0,1.959548891,0.0,5.546038225,0.0,0.0,0.0,0.0,0.0,0.0
7937,No Classification,1.935474503,55226.0,72.18227386,0.0,2.318307012,0.0,10.0319013,0.0,0.0,2.924655192,0.0,12.54286319,0.0,0.0,0.0,0.0,0.0,0.0
7938,Aluminosillicates,2.104629344,53957.0,78.20855975,3.071530908,0.0,3.473692387,9.568474442,0.0,0.798420049,1.021025982,0.639681472,3.218625858,0.0,0.0,0.0,0.0,0.0,0.0
7939,Aluminosillicates,2.783026297,61156.0,77.32843161,2.227456123,0.0,3.474031389,13.48850727,0.0,1.273572352,0.0,0.0,2.208007686,0.0,0.0,0.0,0.0,0.0,0.0
7940,Aluminosillicates,1.542483488,55748.0,78.25235724,2.229960635,0.0,6.442433596,9.626924992,0.0,0.0,2.56317351,0.0,0.885163061,0.0,0.0,0.0,0.0,0.0,0.0
7941,Aluminosillicates,1.252715473,55535.0,80.4849267,4.157978669,0.0,3.475863859,10.71093306,0.0,0.0,1.170289144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7942,Aluminosillicates,1.113665169,57220.0,83.77153873,0.0,0.0,5.933372676,8.267773688,0.0,0.0,2.027313039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7943,Aluminosillicates,2.321915435,54780.0,76.39257908,1.877276227,0.0,5.831253529,7.388361543,0.0,0.0,2.596360259,1.144122891,4.770043492,0.0,0.0,0.0,0.0,0.0,0.0
8013,Sillica mixtures ,1.272760193,57043.0,83.36482048,0.0,0.0,0.0,10.84417999,0.0,0.0,2.782562561,0.0,3.008436598,0.0,0.0,0.0,0.0,0.0,0.0
8014,Aluminosillicates,1.377803325,59893.0,77.3753345,0.0,0.0,4.101257026,7.703002542,0.0,0.0,1.402048767,3.577045724,5.841301754,0.0,0.0,0.0,0.0,0.0,0.0
8015,Sillica mixtures ,1.606780982,54145.0,76.46920085,0.0,1.778044552,0.748417899,9.186632186,0.0,0.0,1.441706158,0.0,10.37599966,0.0,0.0,0.0,0.0,0.0,0.0
8016,Aluminosillicates,1.806972121,55409.0,77.31694579,0.0,3.449887782,1.447349228,8.86778459,0.0,0.0,3.791288659,0.967436004,4.159314558,0.0,0.0,0.0,0.0,0.0,0.0
8017,Aluminosillicates,1.201141092,60428.0,78.73502374,0.0,4.860836267,2.439547703,9.457506239,0.0,0.0,1.293174457,0.0,3.213926032,0.0,0.0,0.0,0.0,0.0,0.0
8018,No Classification,1.090700534,58192.0,80.53348064,0.0,2.186318301,0.0,4.800384864,0.0,0.0,0.0,1.4802007,10.99961698,0.0,0.0,0.0,0.0,0.0,0.0
8019,Aluminosillicates,2.381116289,61980.0,77.71411538,0.0,1.377822738,1.713293418,16.63749069,0.0,0.0,1.269322541,0.0,1.287950948,0.0,0.0,0.0,0.0,0.0,0.0
8020,Aluminosillicates,6.425154532,57323.0,71.21635079,2.213730477,1.525790058,4.639789462,13.10523897,0.0,0.830725022,1.736884192,0.558121689,4.173372313,0.0,0.0,0.0,0.0,0.0,0.0
8021,Aluminosillicates,2.375795352,54761.0,75.49434304,3.158667311,0.0,8.032500744,11.09119058,0.0,0.0,2.223296836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8022,Aluminosillicates,3.169945899,61562.0,74.9520123,3.486383334,1.000009384,4.985858873,10.93168184,0.0,0.0,2.122664452,0.66083055,1.86056532,0.0,0.0,0.0,0.0,0.0,0.0
8023,Aluminosillicates,1.386958265,58733.0,78.94280553,0.0,2.703581937,2.830584347,9.382753819,0.0,0.0,2.717079036,0.0,3.423193842,0.0,0.0,0.0,0.0,0.0,0.0
8024,Aluminosillicates,2.976395361,60996.0,79.69253659,0.0,2.219019085,1.89041011,8.323116601,0.0,0.0,0.480532367,0.774325663,5.377389491,1.242666785,0.0,0.0,0.0,0.0,0.0
8025,Aluminosillicates,1.190558145,58968.0,83.57323408,0.0,0.0,4.689983651,8.293187618,0.0,0.0,3.443595394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8094,Sillica mixtures ,1.948508149,53246.0,85.72570682,0.0,0.0,0.194570201,9.309269488,0.0,0.0,0.0,0.0,4.770453274,0.0,0.0,0.0,0.0,0.0,0.0
8095,Aluminosillicates,2.338209779,54515.0,76.24691725,0.0,2.265771665,3.211454675,9.189941734,0.0,0.0,2.749770507,0.900282804,5.435856804,0.0,0.0,0.0,0.0,0.0,0.0
8096,Metallic Fe,1.645691726,57529.0,75.2502203,0.0,0.0,0.008640114,4.164332151,0.0,0.0,0.0,3.885304928,16.69149548,0.0,0.0,0.0,0.0,0.0,0.0
8097,Sillica mixtures ,1.169104889,54685.0,78.18149924,5.427322909,2.553425357,0.0,5.524897203,3.984830528,0.0,1.370227057,0.0,2.957798913,0.0,0.0,0.0,0.0,0.0,0.0
8098,Aluminosillicates,1.71350585,57752.0,80.45547605,2.733720094,0.0,3.865671903,10.87736413,0.0,2.067758143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8099,Sillica mixtures ,4.348273951,63271.0,65.85293412,0.0,5.309117585,0.445056101,14.16436285,0.0,0.0,4.420125484,0.0,9.429846704,0.0,0.0,0.378559064,0.0,0.0,0.0
8100,Aluminosillicates,1.928924655,59882.0,75.46769977,1.396527141,3.165062144,1.412230916,7.824581861,0.0,0.0,5.300680175,1.13059124,4.302634671,0.0,0.0,0.0,0.0,0.0,0.0
8101,Sillica mixtures ,0.993548107,57410.0,87.37204075,0.0,0.0,0.768308807,8.505371213,0.0,0.0,0.0,0.0,3.354278207,0.0,0.0,0.0,0.0,0.0,0.0
8102,Aluminosillicates,1.282665091,59450.0,79.3320179,0.0,2.585410699,3.107338957,7.908552885,0.0,0.0,3.165464848,0.0,3.901214153,0.0,0.0,0.0,0.0,0.0,0.0
8103,Aluminosillicates,1.018705205,55550.0,84.11591649,0.0,0.0,7.179937512,6.74649775,0.0,0.0,1.957654394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8104,Aluminosillicates,3.666096205,57290.0,72.71394134,0.0,3.697802871,6.025968865,8.019640297,0.0,0.0,0.0,0.0,9.542641044,0.0,0.0,0.0,0.0,0.0,0.0
8105,Aluminosillicates,1.928924655,60504.0,76.04166269,2.203646302,2.134862728,2.976653539,10.08899957,0.0,0.0,2.320278995,0.0,4.233891144,0.0,0.0,0.0,0.0,0.0,0.0
8106,Mainly O,1.764449173,56827.0,90.47113657,0.0,0.0,0.793439522,4.654158279,0.0,0.0,0.0,0.0,4.081266001,0.0,0.0,0.0,0.0,0.0,0.0
8146,Sillica mixtures ,1.055317002,56090.0,85.38291454,0.0,3.024080768,0.0,6.423475593,0.0,0.0,1.967739873,0.0,3.201784194,0.0,0.0,0.0,0.0,0.0,0.0
8147,Aluminosillicates,1.211631606,59156.0,82.21620917,3.059767,0.0,3.879129887,9.597493708,0.0,1.24739632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8148,Aluminosillicates,2.81917101,52875.0,76.65732503,3.399631381,0.0,5.352255329,11.49133891,0.0,0.0,2.353690937,0.0,0.745768519,0.0,0.0,0.0,0.0,0.0,0.0
8149,Aluminosillicates,0.993548107,54442.0,90.06003737,0.0,0.0,2.625748515,7.314221561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8150,Sillica mixtures ,1.079034952,52888.0,86.58860922,0.0,0.0,0.0,8.316481113,0.0,0.0,2.33732257,0.0,2.757583931,0.0,0.0,0.0,0.0,0.0,0.0
8151,Aluminosillicates,2.614198005,57810.0,76.30524635,2.310444228,1.517270599,2.850528248,9.420336038,0.0,0.0,2.098114416,1.012499817,4.485554993,0.0,0.0,0.0,0.0,0.0,0.0
8152,Aluminosillicates,0.993548107,57780.0,85.93816757,0.0,0.0,2.841547318,8.797820657,0.0,0.0,2.422474883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8153,Aluminosillicates,2.175591734,56543.0,74.55952168,1.669778675,1.839100569,4.672606289,9.868101776,0.0,0.0,2.10765712,0.912006106,4.371232167,0.0,0.0,0.0,0.0,0.0,0.0
8154,Aluminosillicates,2.55544448,56509.0,73.88343811,1.952787861,2.331014909,3.783641011,10.98662913,0.0,0.0,2.733943053,0.0,4.328542948,0.0,0.0,0.0,0.0,0.0,0.0
8155,Aluminosillicates,2.828135011,54639.0,74.42406416,3.618486598,0.0,6.97100386,11.63119972,0.0,0.0,2.743376978,0.0,0.611867569,0.0,0.0,0.0,0.0,0.0,0.0
8156,Aluminosillicates,2.116621631,53979.0,76.57775879,1.753313467,2.052247524,1.92115996,9.127883613,0.0,0.0,2.937997691,0.91084512,4.718791693,0.0,0.0,0.0,0.0,0.0,0.0
8157,Aluminosillicates,0.993548107,56452.0,82.20769763,2.770798281,0.0,4.111327976,8.821578324,0.0,0.0,2.08859574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8158,Aluminosillicates,2.198736979,55311.0,78.95165086,3.314467892,0.0,2.646325156,12.96790838,0.0,1.082956512,0.0,0.0,1.03669567,0.0,0.0,0.0,0.0,0.0,0.0
8201,Aluminosillicates,2.53555745,54144.0,75.13315678,1.980718412,0.0,5.675247312,8.367507905,0.0,0.0,3.002485819,0.788312033,5.052576214,0.0,0.0,0.0,0.0,0.0,0.0
8202,Aluminosillicates,3.031167316,51896.0,80.37202358,0.0,0.0,2.146843076,14.17938769,0.0,0.0,0.717678107,0.733486051,1.850588061,0.0,0.0,0.0,0.0,0.0,0.0
8203,Sillica mixtures ,1.04325584,54469.0,81.80052042,0.0,2.783652022,0.0,8.091738075,0.0,0.0,1.804210618,0.0,5.519863963,0.0,0.0,0.0,0.0,0.0,0.0
8204,Aluminosillicates,1.232344758,60026.0,81.25320673,0.0,1.93755962,3.056211956,9.693714976,0.0,0.0,1.495459303,0.0,2.563847601,0.0,0.0,0.0,0.0,0.0,0.0
8205,Aluminosillicates,1.827862666,56919.0,79.48396802,0.0,1.714787818,1.001422852,9.011524916,0.0,0.0,2.240647562,1.055297069,3.677989542,0.0,1.814369671,0.0,0.0,0.0,0.0
8206,Sillica mixtures ,1.735521817,58387.0,78.30676436,2.149746194,3.097954951,0.878091995,8.498072624,0.0,0.0,2.200768329,0.803217851,4.065373167,0.0,0.0,0.0,0.0,0.0,0.0
8207,Aluminosillicates,1.550666482,58322.0,77.33931541,0.0,0.0,1.220632531,4.696789756,0.0,0.0,0.694622938,2.709004655,13.33963573,0.0,0.0,0.0,0.0,0.0,0.0
8208,Sillica mixtures ,1.179880277,58028.0,81.93835616,0.0,3.964711726,0.0,6.425441056,0.0,0.0,1.381746121,0.0,6.289748847,0.0,0.0,0.0,0.0,0.0,0.0
8209,Aluminosillicates,1.862159515,59207.0,81.04915619,0.0,2.802183479,1.784421876,9.10891518,0.0,0.0,0.0,0.0,5.255332217,0.0,0.0,0.0,0.0,0.0,0.0
8210,Aluminosillicates,1.169104889,58812.0,86.92930937,0.0,0.0,2.934974991,7.089579105,0.0,0.0,3.046133555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8211,Aluminosillicates,2.876937805,56490.0,75.37193298,5.080565438,0.0,4.62554954,14.18040246,0.0,0.741546508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8212,Aluminosillicates,2.628681208,61463.0,75.95297694,6.185803562,0.0,3.969939053,12.57340312,0.0,1.317871828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8213,Aluminosillicates,2.092568331,55316.0,76.51314139,2.534811758,1.201155316,4.569938779,9.580833465,0.0,0.0,1.827280037,0.669401232,3.103424236,0.0,0.0,0.0,0.0,0.0,0.0
8223,Sillica mixtures ,1.169104889,57785.0,82.75265694,0.0,3.512310609,0.0,7.502628118,0.0,0.0,3.32150124,0.0,2.910902351,0.0,0.0,0.0,0.0,0.0,0.0
8224,Aluminosillicates,2.238665426,53147.0,76.31190419,3.277670965,1.002925169,4.378774762,9.994267672,0.0,0.0,2.600517496,0.0,2.433937788,0.0,0.0,0.0,0.0,0.0,0.0
8225,Metallic Fe,1.190558145,56487.0,76.78246498,0.0,0.0,0.0,1.51321739,0.0,0.0,0.0,4.894710705,16.80960804,0.0,0.0,0.0,0.0,0.0,0.0
8226,Aluminosillicates,5.446536303,56505.0,74.01825786,3.63487713,0.0,5.707761273,11.57408506,0.0,0.0,3.187429532,0.0,1.87758971,0.0,0.0,0.0,0.0,0.0,0.0
8227,Aluminosillicates,1.771607211,60073.0,74.56972599,0.0,3.981820494,1.109397504,9.223070741,0.0,0.0,2.859592997,1.496289298,6.760112196,0.0,0.0,0.0,0.0,0.0,0.0
8228,Aluminosillicates,1.525985864,59083.0,76.651752,0.0,5.189717561,2.809728868,9.270488471,0.0,0.0,1.246483251,0.0,3.341825306,1.489998028,0.0,0.0,0.0,0.0,0.0
8229,Aluminosillicates,1.728214325,53079.0,71.57401443,0.0,0.0,1.577344723,3.349852189,0.0,0.0,0.663251523,4.513932765,18.32160652,0.0,0.0,0.0,0.0,0.0,0.0
8230,Aluminosillicates,1.661000816,60897.0,78.94269228,3.592798859,0.0,3.987015411,10.27344018,0.0,0.0,1.219968591,0.0,1.984078065,0.0,0.0,0.0,0.0,0.0,0.0
8231,Aluminosillicates,2.354391354,52270.0,76.7195642,2.49346178,0.851001032,3.191648051,9.139000624,0.0,0.0,2.198839933,0.601268886,4.805218428,0.0,0.0,0.0,0.0,0.0,0.0
8232,No Classification,1.179880277,57632.0,83.21458697,0.0,0.0,0.0,6.531392038,0.0,0.0,0.0,1.779722795,8.474295586,0.0,0.0,0.0,0.0,0.0,0.0
8233,Aluminosillicates,2.169766846,57901.0,75.49273968,0.0,1.446594391,2.4299955,11.88369244,0.0,0.0,2.857374214,0.0,5.889602005,0.0,0.0,0.0,0.0,0.0,0.0
8234,No Classification,1.006205281,59674.0,82.58370757,0.0,2.167808451,0.0,3.625655174,0.0,0.0,0.0,4.186261073,7.436577231,0.0,0.0,0.0,0.0,0.0,0.0
8235,Sillica mixtures ,1.728214325,56276.0,76.86371803,0.0,4.26669158,0.207081065,9.457185864,0.0,0.0,4.126485065,0.525604095,4.553225264,0.0,0.0,0.0,0.0,0.0,0.0
8284,Aluminosillicates,1.282665091,58940.0,73.39091897,0.0,2.500667796,2.333330549,2.894584462,0.0,0.0,0.0,2.681379952,16.19912833,0.0,0.0,0.0,0.0,0.0,0.0
8285,Aluminosillicates,1.232344758,57007.0,80.48327565,2.822216041,0.0,4.943872616,8.859625459,0.0,0.0,1.792581007,0.0,1.09842103,0.0,0.0,0.0,0.0,0.0,0.0
8286,Aluminosillicates,1.44942465,55447.0,78.78488898,0.0,2.825160138,2.109867148,6.831301004,0.0,0.0,1.895292103,0.0,7.553484291,0.0,0.0,0.0,0.0,0.0,0.0
8287,Aluminosillicates,2.140404643,57155.0,74.88791943,1.606004499,2.964851074,2.841083147,10.49085855,0.0,0.0,3.226806596,0.0,3.98246944,0.0,0.0,0.0,0.0,0.0,0.0
8288,Aluminosillicates,1.868943361,54764.0,73.30564857,0.0,2.181649208,1.299174502,8.079704642,0.0,0.0,1.243195496,0.0,13.89062554,0.0,0.0,0.0,0.0,0.0,0.0
8289,Aluminosillicates,1.475386558,57670.0,83.91720057,0.0,1.412052102,1.781615242,7.430680841,0.0,0.0,0.811493397,0.921326131,3.72563377,0.0,0.0,0.0,0.0,0.0,0.0
8290,Aluminosillicates,1.018705205,60241.0,81.59300685,0.0,2.900320105,1.371266972,7.559385151,0.0,0.0,2.404165827,0.0,4.171857238,0.0,0.0,0.0,0.0,0.0,0.0
8291,Aluminosillicates,3.283684299,52360.0,74.82694387,2.382409945,1.737561636,5.708317086,10.2928564,0.0,0.407197,1.814064384,0.0,2.830639295,0.0,0.0,0.0,0.0,0.0,0.0
8292,No Classification,1.813962368,54603.0,70.22365928,0.0,6.611838937,0.0,7.559738308,0.0,0.0,0.0,0.0,15.60477316,0.0,0.0,0.0,0.0,0.0,0.0
8293,Aluminosillicates,1.598885205,54855.0,81.07596636,0.0,1.775227115,1.661841199,9.195514768,0.0,0.0,2.568944171,0.0,3.722503409,0.0,0.0,0.0,0.0,0.0,0.0
8294,Aluminosillicates,1.999793444,57757.0,83.1117332,0.0,2.445525303,1.10014379,8.115454763,0.0,0.0,1.850804314,0.0,3.376347944,0.0,0.0,0.0,0.0,0.0,0.0
8295,Aluminosillicates,2.783026297,53326.0,79.21797633,2.918899432,0.0,2.457003854,9.449059516,0.0,0.0,2.23839432,0.748724351,2.969941683,0.0,0.0,0.0,0.0,0.0,0.0
8296,Aluminosillicates,1.993454939,59641.0,64.82719183,0.0,0.0,3.193742037,1.886772737,0.0,0.0,0.0,5.94499819,24.1472885,0.0,0.0,0.0,0.0,0.0,0.0
8361,Aluminosillicates,1.509307922,56688.0,79.77151275,2.667244337,2.063069865,1.459792908,8.85361433,0.0,0.0,2.417050488,0.0,2.767707966,0.0,0.0,0.0,0.0,0.0,0.0
8362,Aluminosillicates,2.70461541,56464.0,74.18991327,0.0,2.312531322,4.019789025,11.09021753,0.0,0.0,3.521049768,0.0,4.86648865,0.0,0.0,0.0,0.0,0.0,0.0
8363,Sillica mixtures ,1.606780982,58582.0,80.21312952,0.0,1.933269016,0.0,8.128993213,0.0,0.0,3.44222039,0.0,6.282393634,0.0,0.0,0.0,0.0,0.0,0.0
8364,No Classification,2.386425362,57972.0,73.18116426,0.0,0.0,0.172009843,9.163220227,0.0,0.0,0.0,3.888997808,13.59461844,0.0,0.0,0.0,0.0,0.0,0.0
8365,Aluminosillicates,1.542483488,57477.0,81.08252883,0.0,2.679345757,1.245603338,7.425396144,0.0,0.0,2.833603136,1.028446387,3.705068678,0.0,0.0,0.0,0.0,0.0,0.0
8366,Aluminosillicates,1.868943361,53526.0,77.44553685,0.0,3.375142068,4.538468644,9.438313544,0.0,0.0,1.646362431,0.0,3.556176275,0.0,0.0,0.0,0.0,0.0,0.0
8367,Aluminosillicates,2.933567296,52729.0,74.95439053,2.33282987,0.0,7.700262219,9.380082786,0.0,0.0,3.480191156,0.422639912,1.72958374,0.0,0.0,0.0,0.0,0.0,0.0
8368,Aluminosillicates,1.868943361,59478.0,77.16215253,1.283539273,0.0,7.94673413,9.764380008,0.0,0.0,3.843193874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8369,Aluminosillicates,1.458129982,53150.0,82.78571367,0.0,1.811322942,3.069159202,7.318821549,0.0,0.0,1.317120902,0.737388106,2.96047274,0.0,0.0,0.0,0.0,0.0,0.0
8370,Aluminosillicates,2.062107196,52945.0,78.67600918,4.646702856,0.0,4.497144744,11.04312167,0.0,0.0,0.0,0.0,1.137025002,0.0,0.0,0.0,0.0,0.0,0.0
8371,Sillica mixtures ,2.20448532,57686.0,72.90574908,0.0,5.552287772,0.884282682,10.86696982,0.0,0.0,5.588673055,0.590552017,3.611483797,0.0,0.0,0.0,0.0,0.0,0.0
8372,Aluminosillicates,2.872535449,56647.0,72.95465469,2.155553363,1.265387703,3.814773634,12.28445768,0.0,0.539402338,1.916059293,0.778003177,4.29171063,0.0,0.0,0.0,0.0,0.0,0.0
8373,Aluminosillicates,1.405089208,55649.0,81.17791414,0.0,0.0,2.886227146,8.227957785,0.0,0.0,1.059916057,0.91526797,5.73271662,0.0,0.0,0.0,0.0,0.0,0.0
8432,Aluminosillicates,2.681117003,59672.0,75.68161488,2.455967106,1.601092331,2.89316047,10.0009352,0.0,0.401586527,2.049813792,0.798240025,4.117589071,0.0,0.0,0.0,0.0,0.0,0.0
8433,Aluminosillicates,5.34568751,54640.0,69.2084074,5.413302034,0.0,6.431528181,15.99090397,0.0,2.110040188,0.0,0.0,0.845813658,0.0,0.0,0.0,0.0,0.0,0.0
8434,Aluminosillicates,1.848517137,52823.0,76.07579231,3.539540991,0.0,7.864654809,10.48275456,0.0,0.0,2.03725379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8435,Aluminosillicates,2.469818948,57482.0,72.25188017,0.0,3.647192568,3.001969121,12.22434118,0.0,0.0,4.552963376,0.0,4.321648553,0.0,0.0,0.0,0.0,0.0,0.0
8436,Aluminosillicates,3.101332963,52151.0,72.62005806,1.736722328,0.991630647,4.45183292,10.95148847,0.0,0.0,2.51081232,1.293939352,5.443512276,0.0,0.0,0.0,0.0,0.0,0.0
8437,Aluminosillicates,2.233005074,54520.0,76.25527978,3.940022737,0.0,4.042095691,11.93617508,0.0,0.925823301,1.014038734,0.0,1.886560954,0.0,0.0,0.0,0.0,0.0,0.0
8438,Aluminosillicates,1.414067505,58069.0,82.91685581,3.479495272,0.0,1.690995507,6.771043688,0.0,0.0,1.106846984,1.143586915,2.891176194,0.0,0.0,0.0,0.0,0.0,0.0
