Id,Class,Subclass,Area (æmý),Aspect Ratio,Breadth (æm),ECD (æm),Shape,Stage X,Stage Y,Count,O Wt%,O Wt% ?,Na Wt%,Na Wt% ?,Mg Wt%,Mg Wt% ?,Al Wt%,Al Wt% ?,Si Wt%,Si Wt% ?,Cl Wt%,Cl Wt% ?,K Wt%,K Wt% ?,Ca Wt%,Ca Wt% ?,Ti Wt%,Ti Wt% ?,Fe Wt%,Fe Wt% ?,Cu Wt%,Cu Wt% ?,,,,,,,,,,
23632,Aluminosillicates,Si rich,2.405406307,1.499310979,1.550937235,1.750045266,1.203021855,11.0578543,-11.23156559,56288,78.83405089,1.772154123,3.094750084,0.709303888,,,4.602891579,1.803211495,10.20811126,0.542792166,,,,,,,,,2.074692771,0.290358858,,,,,,,1.185509004,0.380136305,,,,
23633,Aluminosillicates,Si rich,2.643958999,1.610572338,1.528854482,1.834773324,1.164174533,11.02964978,-11.22982195,60250,80.92064857,1.370076463,,,1.655627973,0.365097355,3.365243971,1.352321915,8.140556514,0.419717515,,,,,,,,,1.61756631,0.22057849,0.632400345,0.217090244,,,,,3.667952865,0.375348912,,,,
23634,Aluminosillicates,Si rich,6.75899293,1.49969788,2.489132309,2.933567296,1.113991228,11.07476639,-11.22925613,52963,75.16798377,1.048283,2.880853042,0.362585392,0.989941135,0.209496869,5.675587803,1.01396516,10.80935895,0.36375334,,,,,,,,,1.94616504,0.15135773,0.797523186,0.138836959,,,,,1.732587442,0.200868398,,,,
23635,Aluminosillicates,Si rich,14.71074932,1.265672078,4.187316902,4.327852558,1.335347566,11.00018256,-11.23005623,54030,72.56870866,1.08487457,1.897613332,0.378539274,2.278602868,0.257448992,4.164833203,1.0840456,11.90258116,0.39515486,,,,,,,,,3.385379538,0.196328573,,,,,,,3.802272305,0.274045486,,,,
23636,Sillica mixtures ,,1.669868841,1.789641693,1.127954353,1.458129982,1.179169144,10.9818409,-11.22616644,54079,80.7192862,0.895674434,,,3.719861805,0.521899015,,,8.102697134,0.46052183,,,,,,,,,3.550582379,0.319978362,,,,,,,3.907578066,0.45819534,,,,
23637,Sillica mixtures ,,3.498772811,1.590792616,1.794564386,2.110634004,1.2452818,10.98056437,-11.22377357,56448,80.5023253,2.004930377,,,,,4.971031472,2.121599391,6.191999093,0.501526473,,,,,,,,,,,,,,,4.03723605,0.513846474,4.297402129,0.558279688,,,,
23638,Sillica mixtures ,,1.84878336,1.313195434,1.395772301,1.534256851,0.999049923,11.07418009,-11.22220823,59087,81.46211505,1.533541735,,,1.857127063,0.405529747,0.85013397,1.605680771,10.47717333,0.488442136,,,,,,,0.753022591,0.227604853,1.847923175,0.24917319,,,,,,,2.752502635,0.384236197,,,,
23690,Aluminosillicates,Si rich,0.914451985,1.617746217,0.897282193,1.079034952,1.082456069,11.13923089,-11.24384459,59063,88.47849965,2.827177383,,,,,2.531776577,2.978822589,7.122223079,0.693177665,,,,,,,,,1.867496967,0.473640813,,,,,,,,,,,,
23691,Aluminosillicates,Si rich,14.63123175,2.101632307,3.290034708,4.31613981,1.820081879,11.21253908,-11.2409336,53950,73.02399874,1.136284322,4.449763894,0.453484338,,,3.57317552,1.140569802,14.75821584,0.475115003,,,,,,,1.269171946,0.170581241,0.595564255,0.151091744,,,,,,,2.330107614,0.270549394,,,,
23692,Sillica mixtures ,,3.737325502,1.279050988,2.071095916,2.181401068,1.106989334,11.14483805,-11.2335342,61704,74.98810887,0.911573693,,,4.401202127,0.288467412,0.907714479,0.827973802,10.18085182,0.339933485,,,,,,,,,3.510304913,0.188551762,0.811492372,0.1338345,,,,,5.200319737,0.291015045,,,,
23693,Sillica mixtures ,,34.15279369,1.605751563,5.663264305,6.594292038,1.470938324,11.13088861,-11.23639827,57695,66.4418757,0.735168951,,,6.77909404,0.246354914,0.601081084,0.526105193,13.80318552,0.32670775,,,,,,,,,6.037513539,0.188796397,0.42207283,0.090401672,,,,,5.915177613,0.235729129,,,,
23694,Aluminosillicates,Si rich,3.260220119,1.318896245,1.894262408,2.03741041,1.051974038,11.14931413,-11.22224043,53753,76.70372725,1.304874662,4.037204757,0.52532861,,,4.964859784,1.317258365,11.10338196,0.447568158,,,,,,,,,1.670530997,0.205183052,,,,,,,1.520282775,0.280034821,,,,
23695,Aluminosillicates,Si rich,2.385526916,1.961160278,1.296074279,1.74279867,1.213047038,11.08769369,-11.22046159,56966,78.21233869,1.492557395,,,1.648529246,0.389657775,5.562926084,1.534410659,9.331228584,0.473381625,,,,,,,,,1.629501954,0.241973763,,,,,,,3.615476936,0.397358648,,,,
23696,Aluminosillicates,Si rich,1.530713105,1.300504903,1.268948647,1.396053171,0.974209491,11.170709,-11.2107521,56872,77.90055871,1.67246554,2.424674109,0.687604817,1.834341139,0.459080469,2.309462242,1.665349863,8.73510763,0.482329866,,,,,,,,,2.35907156,0.27456074,,,,,,,4.436779767,0.450972188,,,,
23697,Sillica mixtures ,,0.854813812,1.59414464,0.923389688,1.04325584,1.157976259,11.14701494,-11.2085712,56411,83.0231607,1.036659721,,,3.412186354,0.631791353,,,7.42823258,0.531824213,,,,,,,,,3.618097305,0.392492954,,,,,,,2.518323436,0.533163594,,,,
23698,Aluminosillicates,Si rich,0.934331376,1.699672241,0.897282193,1.090700534,1.106989334,11.20199842,-11.20712817,55503,88.28473687,2.528685704,,,,,4.04169336,2.629889175,5.928274244,0.605476229,,,,,,,,,1.745291799,0.409215922,,,,,,,,,,,,
23699,Aluminosillicates,Si rich,1.153004676,1.425209375,1.127954353,1.211631606,1.201461809,11.12275645,-11.20625108,54089,86.15661263,2.175573446,,,,,4.504225403,2.281397209,7.56278187,0.589343626,,,,,,,,,1.77638419,0.361554581,,,,,,,,,,,,
23700,Aluminosillicates,Si rich,7.315615877,1.731546935,2.492450537,3.051971728,1.246513423,11.16870161,-11.20018383,60824,74.41841364,1.231582928,4.406864569,0.481822714,,,6.774879247,1.26070492,12.24710196,0.44885911,,,,,,,,,2.152734995,0.195772666,,,,,,,,,,,,
23701,Sillica mixtures ,,0.974090158,1.392838157,0.996980215,1.113665169,1.016183248,11.13386816,-11.1977562,54559,79.65502739,0.920264423,,,4.943095148,0.531908916,,,8.979874849,0.490915217,,,,,,,,,4.653134197,0.356146158,,,,,,,1.768870465,0.39442461,,,,
23702,Aluminosillicates,Si rich,2.067456661,1.756814601,1.268948647,1.622457265,1.121665345,11.08154079,-11.19200008,60048,78.59303355,1.451714896,3.653708473,0.586670404,,,5.180999637,1.488751359,10.4437843,0.461866194,,,,,,,,,2.12848261,0.232232059,,,,,,,,,,,,
23720,Aluminosillicates,Si rich,1.669868841,1.459507515,1.296074279,1.458129982,1.106090987,11.23510776,-11.24310665,56834,86.47862077,2.077842318,,,,,1.515717618,2.224948257,10.785909,0.651144097,,,,,,,1.219739113,0.359491655,,,,,,,,,,,,,,
23721,Aluminosillicates,Si rich,9.84029853,1.357405708,3.206471026,3.539640832,1.216114994,11.29404219,-11.24263808,56157,71.48631811,0.970791467,1.325601898,0.313413283,3.873529658,0.259454129,4.534947872,0.95724538,11.94632873,0.359486323,,,,,,,,,4.16578576,0.194954639,,,,,,,2.667478658,0.225070678,,,,
23722,Sillica mixtures ,,1.868662751,1.794921509,1.196376258,1.542483488,1.199171468,11.23396955,-11.23986737,57204,82.64330029,0.742182601,,,,,0,1.851873472,10.45651585,0.507965777,,,,,,,,,,,,,,,,,6.900184602,0.537682557,,,,
23723,Aluminosillicates,Si rich,11.03306199,2.114521031,3.211539161,3.748030259,2.266323899,11.21479889,-11.24133801,57397,72.88711071,1.020461973,4.354984313,0.415786123,,,3.320773691,1.014371403,14.73302394,0.43115085,,,,,,,1.21234851,0.147648295,0.820202753,0.136151549,,,,,,,2.671563998,0.247655832,,,,
23724,Aluminosillicates,Si rich,3.578290375,1.325501354,1.941037184,2.134483733,1.062048629,11.29388959,-11.23897269,53541,71.19566202,1.321569458,1.939374954,0.446451455,,,10.18098593,1.328811143,11.9834587,0.476992363,,,,,,,,,3.867086023,0.253757276,,,,,,,0.833430141,0.251454348,,,,
23725,Aluminosillicates,Si rich,0.894572594,1.355256978,0.986960059,1.067241867,0.991072497,11.22212073,-11.23821294,56834,82.89134502,2.536323108,,,,,2.718031406,2.735554054,8.414590359,0.695542293,,,,,,,,,,,,,,,,,5.976037309,0.775163202,,,,
23726,Sillica mixtures ,,1.113245894,1.649242077,0.996980215,1.190558145,1.071981064,11.24057795,-11.23406565,54245,79.63911295,1.072115358,,,3.186908737,0.630972814,,,8.827733994,0.556842284,,,,,,,,,1.40919527,0.328667858,,,,,,,6.93705529,0.637904601,,,,
23727,Aluminosillicates,Si rich,1.530713105,1.546164447,1.127954353,1.396053171,1.00977188,11.32755314,-11.2281505,52981,81.35248423,1.688982919,2.571159415,0.682311645,,,4.356973246,1.709268056,10.21746621,0.535810366,,,,,,,1.501918118,0.281182211,,,,,,,,,,,,,,
23728,Sillica mixtures ,,10.37704209,1.566364496,2.960880176,3.634894818,1.179238635,11.31416098,-11.22889787,60988,67.85760522,0.677689957,,,4.599676281,0.240839017,,,12.70215958,0.32608246,,,,,,,,,4.160350561,0.171219325,0.436966261,0.096594013,,,,,10.24324745,0.332816271,,,,
23729,Aluminosillicates,Si rich,5.963817291,1.949605517,2.108418855,2.755606651,1.383773152,11.22730357,-11.22748092,58407,75.35715103,1.1791775,2.289429307,0.443266286,2.50034444,0.30076073,3.636847064,1.170924772,10.43350399,0.394454272,,,,,,,,,3.020859137,0.20620448,,,,,,,2.761861309,0.280331844,,,,
23730,Aluminosillicates,Si rich,2.186733007,1.481539153,1.504723994,1.66860269,1.117480924,11.29638329,-11.22500629,57160,81.12668991,1.611461304,,,3.530935198,0.483131455,2.485894598,1.66043397,8.576345444,0.480854325,,,,,,,,,2.659374662,0.292943628,,,,,,,1.620758884,0.392472278,,,,
23731,Sillica mixtures ,,1.64998945,1.374368398,1.268948647,1.44942465,1.018862534,11.22165579,-11.22496089,59596,78.24119329,1.499804854,3.728266433,0.651114807,,,0.530932704,1.473712828,9.214938432,0.441116747,,,,,,,1.211061981,0.212945486,,,1.143162977,0.229665195,,,,,4.516707733,0.387424277,1.413742267,0.42359205,,
23732,Aluminosillicates,Si rich,7.59392735,1.388169211,2.734752389,3.109483655,1.176114045,11.32133692,-11.22422232,51967,72.64165878,1.073775627,2.408005297,0.367665011,2.277924679,0.251145801,3.671412542,0.99427104,10.09756103,0.367266056,,,,,,,,,2.816331014,0.181005488,1.095298864,0.154807628,,,,,4.991805181,0.299975579,,,,
23778,Aluminosillicates,Si rich,3.021667427,1.778857521,1.495470322,1.961455189,1.212898232,11.46705059,-11.24293386,55446,81.90158606,2.020822465,,,1.961962134,0.559795229,1.284958329,2.15928331,7.555645704,0.538614951,,,,,,,,,,,,,,,,,7.295851409,0.631357916,,,,
23779,Aluminosillicates,Si rich,1.113245894,1.323610541,1.096678236,1.190558145,1.029068307,11.45040978,-11.24185858,55972,82.51492381,1.751774177,,,,,5.744986981,1.81221664,8.246775717,0.515997689,,,,,,,,,1.382936817,0.290890783,,,,,,,2.110373601,0.423579011,,,,
23780,Aluminosillicates,Si rich,5.347556171,1.535379924,2.207747576,2.609352407,1.164694306,11.44885394,-11.24031256,55937,77.25028396,1.223982405,2.217491902,0.445795339,1.671436243,0.288225664,2.569084987,1.191315893,9.680084884,0.388762332,,,,,,,,,2.561106347,0.195486867,0.595980976,0.161795167,,,,,3.454531357,0.294634886,,,,
23781,No Classification,,1.868662751,1.282348808,1.495470322,1.542483488,1.067511599,11.4513887,-11.23931757,58050,72.29506969,0.79959752,,,14.22909796,0.562714692,,,8.780750632,0.395791419,,,,,,,,,,,,,,,,,4.695078358,0.389571628,,,,
23782,Aluminosillicates,Si rich,1.987939097,1.264906513,1.495470322,1.590950241,0.990502081,11.42952041,-11.23487497,58407,83.85931253,1.315348595,,,,,2.389185317,1.393695455,12.48051748,0.500565674,,,,,,,1.270989608,0.227704365,,,,,,,,,,,,,,
23783,Aluminosillicates,Si rich,2.564441435,1.271941157,1.691931529,1.806972121,1.00751055,11.46221798,-11.23068259,57135,80.01858592,1.592529379,4.020887613,0.63489289,,,2.169800922,1.657270081,10.04746407,0.470472267,,,,,,,,,1.478608884,0.223508803,,,,,,,2.264647931,0.349376677,,,,
23784,Aluminosillicates,Si rich,0.874693203,1.355256978,0.986960059,1.055317002,1.013596872,11.45347548,-11.23042828,59969,79.41483855,2.015660889,2.493536659,0.801971089,2.720201947,0.547469081,1.381453127,2.057997324,9.242236614,0.563909626,,,,,,,,,1.785224676,0.328340637,,,,,,,2.962516993,0.478716521,,,,
23785,Aluminosillicates,Si rich,10.59571539,1.662901832,3.07232564,3.672993852,1.303799285,11.34419742,-11.22823634,52400,77.06605196,1.048576459,4.046415165,0.413594348,,,3.221997246,0.991074741,11.26354933,0.387867005,,,,,,,0.915399007,0.132971117,1.006397791,0.136353425,0.579549605,0.128239847,,,,,1.900655217,0.215720548,,,,
23786,Aluminosillicates,Si rich,1.550592496,1.314404231,1.296074279,1.405089208,1.011551985,11.37027096,-11.22491091,57454,80.95934987,1.533360034,,,3.174112737,0.471558096,2.200507559,1.571448892,8.691304177,0.474339491,,,,,,,,,2.054002881,0.271094241,,,,,,,2.920734696,0.395450415,,,,
23787,Aluminosillicates,Si rich,6.898148666,1.507066689,2.678891588,2.963611929,1.185592812,11.36448889,-11.22450623,54433,73.27251434,1.033246238,1.996502653,0.349659543,2.752017975,0.255403295,3.797215596,0.967389904,10.51196977,0.360881863,,,,,,,,,2.839496173,0.171824452,0.547350757,0.132188399,,,,,4.282936081,0.27126316,,,,
23788,Aluminosillicates,Si rich,17.8318137,1.619957984,4.09706192,4.764889333,1.439651977,11.37886264,-11.22206381,58938,73.09590578,1.115552988,2.557164058,0.392320054,2.139488049,0.264348299,2.379783802,1.070806943,11.75964847,0.405420596,,,,,,,,,2.684342489,0.181659858,0.687160296,0.146536168,,,,,4.69651185,0.299731339,,,,
23789,Aluminosillicates,Si rich,1.769265796,1.740042898,1.196376258,1.500899456,1.12748416,11.37898846,-11.21726958,52876,82.49269724,2.168269083,3.261964396,0.918506086,,,4.404966161,2.184770443,8.345448971,0.588403782,,,,,,,,,1.494919974,0.337187876,,,,,,,,,,,,
23790,Aluminosillicates,Si rich,3.538531593,1.110344623,2.21753806,2.122592366,1.169179746,11.39660552,-11.21495788,52826,80.27851582,1.553893648,,,1.840015315,0.401424384,1.426196191,1.64724309,10.8572349,0.509169232,,,,,,,,,2.298312634,0.258003501,,,,,,,3.299717233,0.397071289,,,,
23834,Sillica mixtures ,,0.974090158,1.185306596,1.096678236,1.113665169,1.016183248,11.5008786,-11.24154592,53150,82.19829798,2.238217555,,,3.536448628,0.638917554,0.564423017,2.370404266,7.881201059,0.604963163,,,,,,,,,2.848536149,0.404060446,,,,,,,2.971102297,0.585018564,,,,
23835,Aluminosillicates,Si rich,9.661384011,1.709854029,2.960504972,3.507314668,1.316189434,11.50044893,-11.23943235,51943,74.8281002,1.039288193,2.002373524,0.35847933,1.068849303,0.219875388,3.927313164,0.936255045,10.76903641,0.379233062,,,,,,,0.56868461,0.116535276,1.422762964,0.141372846,1.047336776,0.15069698,,,,,4.365524277,0.28396463,,,,
23836,Aluminosillicates,Si rich,5.486711908,1.540818182,2.293054494,2.643085048,1.106915172,11.50566123,-11.2380059,58310,72.78164029,1.220033877,2.404958569,0.399482436,,,8.713371307,1.245263126,11.13476977,0.415253732,,,,,,,,,4.279736802,0.237113773,,,,,,,0.685525592,0.207285257,,,,
23837,Metallic Ti,,14.81014627,1.37905787,4.028883714,4.342449067,1.58451073,11.47786942,-11.23301807,53249,73.83177876,0.763527211,,,1.242201682,0.242448854,0,0.951685198,5.239808932,0.250343187,,,,,,,,,0.913674384,0.128858117,7.518021017,0.305891503,,,,,11.25451624,0.433069933,,,,
23838,Aluminosillicates,Si rich,1.510833714,1.265672078,1.395772301,1.386958265,1.337505191,11.57047989,-11.22567512,54785,82.66894221,2.185337059,4.211571068,0.929241534,,,2.681528777,2.219332568,8.896777779,0.620991131,,,,,,,,,1.541180536,0.372183439,,,,,,,,,,,,
23839,Aluminosillicates,Si rich,5.844540945,1.117997784,2.819885882,2.727911408,1.206660261,11.47756333,-11.22540531,55129,78.75106931,1.144975796,,,2.447385527,0.284978747,2.731937356,1.152484771,9.143266827,0.370674394,,,,,,,,,1.968557574,0.182925677,0.750514539,0.165162527,,,,,4.207259417,0.314354734,,,,
23840,Sillica mixtures ,,1.192763458,1.274754181,1.127954353,1.232344758,1.00051566,11.52027858,-11.22343714,54811,80.15204072,1.888425089,,,3.411688656,0.582024036,0.502176164,1.988707297,8.635192364,0.553236855,,,,,,,,,3.845356405,0.377084222,,,,,,,3.453543037,0.502777845,,,,
23841,Aluminosillicates,Si rich,8.150550298,1.354408735,2.960880176,3.221428713,1.168463761,11.53352975,-11.22269021,58579,72.59530425,1.193242334,1.819458418,0.407111039,2.426209114,0.295339175,2.778950147,1.129866485,10.79111025,0.410177605,,,,,,,,,3.421141952,0.209857081,0.980241317,0.166888651,,,,,5.187587813,0.326082204,,,,
23842,Sillica mixtures ,,1.749386405,1.482381268,1.268948647,1.492443617,1.041646001,11.52731889,-11.22045395,58156,79.89045978,1.756959967,,,3.602577001,0.508949906,0.932946429,1.868356206,9.070879221,0.519655878,,,,,,,,,3.027243726,0.330271549,,,,,,,3.475899622,0.464476505,,,,
23843,Aluminosillicates,Si rich,6.838510494,1.758799353,2.434119065,2.950773117,1.353058875,11.55397069,-11.22163853,59460,76.58785582,1.333481073,3.470877558,0.521877408,,,5.606170744,1.358764246,10.90243831,0.441934029,,,,,,,,,2.3806924,0.213871896,,,,,,,1.051973272,0.264573144,,,,
23844,Aluminosillicates,Si rich,2.107215443,1.202202008,1.595168343,1.637983526,1.019496603,11.5020788,-11.21982889,57471,80.27424216,1.868807524,,,2.983794361,0.528577343,2.318469994,1.959613524,9.560965002,0.570098264,,,,,,,,,1.626235805,0.311197294,,,,,,,3.236302361,0.494891265,,,,
23845,Aluminosillicates,Si rich,1.789145187,1.166190257,1.495470322,1.509307922,1.032351588,11.56637099,-11.21934335,54905,80.83475232,1.517718192,,,1.786736026,0.40271394,1.955728419,1.525958255,9.378261119,0.487550441,,,,,,,,,1.844762452,0.247548288,0.906028971,0.240930449,,,,,3.293732926,0.403982354,,,,
23846,Aluminosillicates,Si rich,21.84745068,1.389365693,4.964276381,5.274186018,1.550870408,11.47557379,-11.22047678,58678,71.10013962,1.061326638,1.442229375,0.352075021,2.905347385,0.257483893,4.542497173,0.987149402,11.54253781,0.38700318,,,,,,,,,3.306597471,0.186978152,0.51923357,0.135240669,,,,,4.641420022,0.282842014,,,,
23884,Aluminosillicates,Si rich,3.836722457,1.322996431,2.093658451,2.210218712,1.279996371,11.68431785,-11.2422227,57139,79.37166095,1.29394345,,,,,3.40680778,1.271010283,5.310188234,0.333756837,,,,,,,,,1.408680342,0.190184568,4.207285866,0.304251281,,,,,6.295375526,0.431499677,,,,
23885,Aluminosillicates,Si rich,1.570471887,1.28502194,1.387872031,1.414067505,1.085611364,11.62591258,-11.23169199,58946,78.82304192,1.778100431,4.808068648,0.745130982,,,5.081190541,1.828322373,10.46847254,0.5596912,,,,,,,,,0.819223933,0.273096608,,,,,,,,,,,,
23886,Aluminosillicates,Si rich,1.868662751,1.334143141,1.409942941,1.542483488,1.053725618,11.66595431,-11.23142423,60024,79.81619239,2.185464092,,,3.091990948,0.633586338,5.404829606,2.316380292,6.599700451,0.546444766,,,,,,,,,,,,,,,,,5.087281764,0.602446357,,,,
23887,Sillica mixtures ,,2.286129961,1.157621877,1.691931529,1.706104062,1.026601421,11.65268172,-11.22540346,53217,81.34593964,1.299004909,,,2.320232429,0.357916416,0.546184229,1.296767686,7.811811566,0.393359456,,,,,,,,,2.695708722,0.233294419,0.998807698,0.207446399,,,,,4.281318933,0.363227213,,,,
23888,Aluminosillicates,Si rich,0.81505503,1.220518214,0.986960059,1.018705205,0.96804019,11.73783069,-11.22160901,54986,82.8222096,1.94207672,,,1.850886829,0.571841141,1.178802084,2.007105388,7.233769447,0.526961172,,,,,,,,,2.622655779,0.351253059,,,,,,,4.291681945,0.544874417,,,,
23889,Aluminosillicates,Si rich,3.121064382,1.343388099,1.832925823,1.993454939,1.062118535,11.69637947,-11.22202223,55490,77.60407329,1.396178175,3.337589651,0.52529755,,,6.176397949,1.432974078,10.20482332,0.4483948,,,,,,,,,2.677118592,0.231495453,,,,,,,,,,,,
23890,Aluminosillicates,Si rich,0.954210767,1.392838157,0.996980215,1.10224266,1.037353732,11.7280999,-11.22093484,57355,79.43589091,1.79488901,3.866285831,0.774311321,,,7.337965816,1.782192849,8.311829716,0.526532764,,,,,,,,,1.048020739,0.273961085,,,,,,,,,,,,
23891,Aluminosillicates,Si rich,3.677687329,1.795787179,1.832925823,2.163926279,1.621927152,11.71653485,-11.2198435,59010,77.92898417,1.497521717,3.052084148,0.578762265,,,6.816098839,1.507090032,8.63507092,0.437631691,,,,,,,,,2.479354478,0.24779106,,,,,,,1.088403445,0.295114703,,,,
23892,Aluminosillicates,Si rich,5.208400434,1.821849651,2.151660595,2.575177935,1.478739838,11.62573365,-11.21970798,55408,81.43571019,1.163281221,,,2.796441503,0.315245823,2.504964173,1.15156332,7.790856808,0.350805558,,,,,,,,,2.058565803,0.193399563,0.681680487,0.180709106,,,,,2.731780335,0.295048044,,,,
23893,Mainly O,,1.391557368,1.221395616,1.290620694,1.331084471,1.033213059,11.71709258,-11.2178678,53479,88.06679249,1.115485001,,,,,,,5.384569243,0.698475726,,,,,,,,,,,,,,,,,6.548639387,0.903874356,,,,
23894,Sillica mixtures ,,2.365647525,1.12486479,1.794564386,1.735521817,1.104644291,11.68606283,-11.21444116,60511,75.69978237,0.794557016,,,8.636442572,0.490219612,,,8.311591297,0.383139937,,,,,,,,,2.01591067,0.218688766,,,,,,,5.336264148,0.405179197,,,,
23895,Aluminosillicates,Si rich,0.894572594,1.317074522,0.986960059,1.067241867,0.991072497,11.6204776,-11.20731706,53703,79.94562387,1.943237893,4.914686829,0.821929332,,,4.660654441,1.990178972,8.643280715,0.543824304,,,,,,,,,,,,,,,,,1.835761592,0.428582774,,,,
