Id,Class,Subclass,Area (æmý),Aspect Ratio,Breadth (æm),ECD (æm),Shape,Stage X,Stage Y,Count,O Wt%,O Wt% ?,Na Wt%,Na Wt% ?,Mg Wt%,Mg Wt% ?,Al Wt%,Al Wt% ?,Si Wt%,Si Wt% ?,Cl Wt%,Cl Wt% ?,K Wt%,K Wt% ?,Ca Wt%,Ca Wt% ?,Ti Wt%,Ti Wt% ?,Fe Wt%,Fe Wt% ?,Cu Wt%,Cu Wt% ?,,,,,,,,,,
6332,Cl,,11.6692025,6.172727025,1.980351803,3.854567431,5.614256634,7.20846257,-11.58655264,58201,92.63385534,1.227213908,,,,,,,4.274266958,0.882704556,,,,,3.09187714,0.886362139,,,,,,,,,,,,,,,,
6333,Aluminosillicates,Si rich,3.299978901,1.461417286,1.794564386,2.049795998,1.089475607,7.242696783,-11.57784357,53500,78.66440415,1.283359807,,,3.134471923,0.364220911,2.835586108,1.255740318,7.922083139,0.39884313,,,,,,,,,2.693860047,0.234546349,0.718658557,0.19682725,,,4.03092429,0.350078987,,,,,,
6334,Sillica mixtures ,,1.570471887,1.302253986,1.369507046,1.414067505,1.085611364,7.240721087,-11.57728584,53415,85.08168459,1.179596037,,,,,,,8.116791397,0.774446037,,,,,,,,,,,,,,,6.801518053,0.917778537,,,,,,
6335,Aluminosillicates,Si rich,8.230067861,1.141025915,3.188845811,3.237104857,1.062638565,7.313192238,-11.5771974,55708,76.01151466,1.090035401,2.569139376,0.387127837,0.987262558,0.232854532,3.432547674,1.013829,10.53543687,0.379970926,,,,,,,0.411853427,0.121147395,1.629225723,0.148288126,0.947659556,0.146825227,,,3.47535722,0.258351932,,,,,,
6336,Aluminosillicates,Si rich,14.33304089,1.351872325,4.088834529,4.271930999,1.309949109,7.209845277,-11.57794757,57896,68.61632466,0.956053939,2.226060256,0.283761555,2.98064705,0.221176678,4.790271446,0.865105074,11.13397926,0.337346364,,,,,,,0.3842982,0.091188471,3.660457581,0.166393339,0.792791229,0.114983728,,,5.415171757,0.251225568,,,,,,
6337,Mainly O,,6.699354757,2.050873129,2.200863385,2.920596412,2.21793588,7.31543028,-11.57155051,53999,95.70832253,0.976464432,,,,,,,,,,,,,,,,,,,,,4.291676357,0.976463966,,,,,,,,
6338,Sillica mixtures ,,0.775296248,1.819964494,0.797584172,0.993548107,1.220680692,7.313722288,-11.5664801,54377,88.16454411,1.003548224,,,,,,,7.396622747,0.679348595,,,,,,,,,,,,,,,4.438823834,0.769882789,,,,,,
6339,Aluminosillicates,Si rich,0.934331376,1.823220849,0.881720456,1.090700534,1.226123941,7.206140609,-11.56569273,57033,85.80285311,2.147956565,,,,,3.713433817,2.230609022,7.637001574,0.566914398,,,,,,,,,1.271661278,0.342140114,,,,,1.575046405,0.514627574,,,,,,
6340,Oxygen +K,,161.2417402,4.005883612,10.67831665,14.32827135,7.604554797,7.2281798,-11.57958147,53138,91.13069773,0.833033491,,,,,,,3.503700346,0.468848785,,,,,1.687723771,0.43301438,1.905073039,0.396986352,1.772804558,0.391927268,,,,,,,,,,,,
6341,Aluminosillicates,Si rich,3.618049156,1.687914434,1.937455144,2.146309218,2.055784584,7.299025923,-11.556093,54499,79.58697677,1.345144119,4.782646149,0.571640022,,,1.640768722,1.336095575,8.161085844,0.383689883,,,,,,,,,0.927848648,0.174966129,0.686295005,0.191461598,,,4.214385524,0.344847026,,,,,,
6342,Aluminosillicates,Si rich,3.359617074,1.444441284,1.794564386,2.068235314,1.055580174,7.320031735,-11.55532152,59907,75.62927008,1.119988691,,,,,2.030450851,1.166112442,6.5912202,0.328036025,,,,,,,,,0.637239823,0.156604359,,,,,15.11181146,0.557196047,,,,,,
6343,Sillica mixtures ,,4.31382784,1.328238296,2.114914412,2.343616051,1.075144663,7.297042192,-11.55299739,56956,74.3111968,0.792933814,,,4.297409579,0.365444552,0,1.104213577,10.55069193,0.398121076,,,,,,,,,0.815939438,0.157689245,0.711387442,0.174251304,,,9.313375503,0.438946811,,,,,,
6344,Aluminosillicates,Si rich,1.113245894,1.231106632,1.127954353,1.190558145,0.969876887,7.28264924,-11.54937708,55730,78.99847627,1.76119227,,,2.182357945,0.500641158,3.716887906,1.829570718,9.287042916,0.544495787,,,,,,,,,2.129001357,0.309278979,,,,,3.686238453,0.467800908,,,,,,
6386,Aluminosillicates,Si rich,12.90172474,1.340802501,3.879272097,4.053021852,1.251626165,7.461413443,-11.58757334,53145,72.5043416,1.006980333,3.654838726,0.342553761,,,8.202304691,1.029974781,12.12921292,0.368670188,,,,,,,,,3.509296849,0.180522981,,,,,,,,,,,,
6387,No Classification,,1.411436759,1.465372861,1.217059532,1.340558502,1.111282462,7.450974561,-11.58591445,58939,81.15202785,1.989544742,,,,,0.849507935,2.117878385,5.645181239,0.497986609,,,,,,,,,,,3.838066384,0.431976561,,,8.51521343,0.688802125,,,,,,
6388,Sillica mixtures ,,1.749386405,1.482381268,1.268948647,1.492443617,1.076014254,7.360596778,-11.58591859,58985,78.65968943,0.833544135,,,4.444206133,0.407167058,,,8.87420848,0.41218265,,,,,,,,,4.216489196,0.281098066,0.768981455,0.206740038,,,3.036424704,0.330155739,,,,,,
6389,Aluminosillicates,Si rich,4.552380532,1.157621877,2.392752515,2.407544582,1.027480288,7.325630368,-11.58602929,62555,74.90056157,1.01312995,4.523683712,0.391522562,,,5.91420494,1.034545247,11.94479913,0.3621754,,,,,,,,,1.949289069,0.155051483,,,,,0.767463725,0.166618882,,,,,,
6390,Aluminosillicates,Si rich,4.373466013,1.324319392,2.255908706,2.359760555,1.237620786,7.440114483,-11.58482087,59250,74.37016368,1.196606737,2.402871288,0.434290059,0.911439769,0.253514899,6.527489424,1.200778875,10.95994189,0.400039181,,,,,,,,,3.085372038,0.209192256,,,,,1.742721535,0.236342987,,,,,,
6391,Aluminosillicates,Si rich,3.955998803,1.193171635,2.229543976,2.244311501,1.241403516,7.34071445,-11.58527656,57840,78.82987261,1.222228818,,,3.079422005,0.34863539,3.93817462,1.268976368,10.09406149,0.407733535,,,,,,,,,,,,,,,4.058470204,0.357818697,,,,,,
6392,Aluminosillicates,Si rich,6.341525719,1.586582416,2.392752515,2.84152799,1.130671508,7.382589546,-11.58514399,53388,72.67930508,1.141960081,4.429895431,0.42219311,,,7.360038906,1.173481252,12.68650144,0.420632632,,,,,,,,,2.167201787,0.17350195,,,,,0.677054096,0.185154914,,,,,,
6393,Aluminosillicates,Si rich,4.71141566,1.466595225,2.378301646,2.449236765,2.375006104,7.350715621,-11.582284,52381,78.51084471,1.415100414,2.079893649,0.555260805,1.491092425,0.350772333,2.914256044,1.348906849,8.291026205,0.41862037,,,,,,,,,1.496713702,0.207514269,0.897796638,0.213801721,,,4.318366945,0.373777491,,,,,,
6394,Aluminosillicates,Si rich,4.910209569,1.487329047,2.253191365,2.500374571,1.304288683,7.40202702,-11.57887867,60013,77.5898397,1.347074285,,,2.954379283,0.394497672,2.44809147,1.404714584,8.738560975,0.41050748,,,,,,,,,2.48394832,0.238192733,,,,,5.78517504,0.413823314,,,,,,
6395,Aluminosillicates,Si rich,5.566229471,1.393379785,2.464008918,2.662168942,1.196053806,7.33350012,-11.57782666,53561,73.4760046,0.910473522,,,4.735742509,0.287155178,1.851115748,0.814400334,10.18305272,0.336677255,,,,,,,,,3.983353451,0.192568253,0.51339427,0.126774271,,,5.25733009,0.28690258,,,,,,
6396,Aluminosillicates,Si rich,2.743355954,1.656832006,1.564517631,1.868943361,1.191238285,7.435991745,-11.5741183,57306,75.70773363,1.203418244,3.147022054,0.443203142,,,7.401527464,1.225632243,10.75017825,0.407275604,,,,,,,,,2.993537299,0.208556186,,,,,,,,,,,,
6397,Aluminosillicates,Si rich,0.81505503,1.220518214,0.986960059,1.018705205,0.96804019,7.370417228,-11.57037805,57662,81.18732572,1.922676899,5.974706635,0.845289137,,,1.448623091,1.990643889,9.639176726,0.547421677,,,,,,,,,,,,,,,1.750168391,0.43370896,,,,,,
6398,Aluminosillicates,Si rich,2.445165089,1.411226547,1.550937235,1.764449173,1.056657406,7.392553667,-11.57044896,60091,79.97065783,1.473544259,3.483487666,0.563828554,,,3.909264132,1.530547254,10.20793542,0.452800887,,,,,,,,,2.428661473,0.232931739,,,,,,,,,,,,
6457,Aluminosillicates,Si rich,1.689748232,1.220518214,1.395772301,1.466783648,1.008979973,6.699441957,-11.46632937,54916,83.23608637,2.627236024,,,,,1.165346242,2.799049206,9.540303797,0.775225228,,,,,,,,,,,1.980805397,0.523092598,,,4.077465087,0.733456295,,,,,,
6458,Aluminosillicates,Si rich,10.93366503,1.192827947,3.671715238,3.731109043,1.275971811,6.755838499,-11.46586883,56907,70.1397121,1.236179098,1.784832962,0.386746926,,,9.084895998,1.249952614,11.48777902,0.428288663,,,,,,,,,5.812076479,0.274061924,,,,,1.690695062,0.246940949,,,,,,
6459,Aluminosillicates,Si rich,8.110791516,1.357446297,3.088196582,3.213561964,1.540465876,6.696192855,-11.46436572,58868,73.00961614,1.099396218,4.48529236,0.434248243,0.806207303,0.235593016,4.593472555,1.103456598,13.0721271,0.416542077,,,,,,,1.008679997,0.14809327,1.033847872,0.14883111,,,,,1.990763843,0.225184555,,,,,,
6460,Sillica mixtures ,,0.894572594,1.547597952,0.897282193,1.067241867,1.057923266,6.698438039,-11.46097474,58823,89.0078485,1.069149934,,,,,,,7.555606961,0.831115525,,,,,,,,,3.436547145,0.669478998,,,,,,,,,,,,
6461,Aluminosillicates,Si rich,1.610230669,1.341982853,1.365831023,1.431855217,1.094932459,6.685600927,-11.45890045,58459,77.07564235,2.016378194,,,5.126178637,0.662096683,1.475818828,2.207660489,8.622120321,0.579892471,,,,,,,,,,,,,,,7.700231671,0.673089782,,,,,,
6462,Sillica mixtures ,,1.153004676,1.516219569,1.088413559,1.211631606,1.156788673,6.796416084,-11.45671668,55733,80.468297,1.345603913,,,3.803649545,0.79546636,0,2.983129397,9.652765095,0.736150844,,,,,,,,,2.442054637,0.486311782,,,,,3.633238748,0.724688312,,,,,,
6463,Sillica mixtures ,,0.894572594,1.547597952,0.897282193,1.067241867,1.057923266,6.675721556,-11.45582984,57640,85.21235585,0.981053431,,,,,0,2.86880862,9.174466878,0.657520955,,,,,,,,,,,,,,,5.613171682,0.756154303,,,,,,
6464,Sillica mixtures ,,0.795175639,1.741047696,0.797584172,1.006205281,1.136730055,6.791754368,-11.45391154,58570,87.37235665,1.220856514,,,,,,,7.526104897,0.758858956,,,,,,,,,2.538147569,0.568259088,,,,,2.563390322,0.831601489,,,,,,
6465,Aluminosillicates,Si rich,10.45655965,1.427221449,3.436380898,3.648795041,1.246417181,6.762399134,-11.4449808,54719,70.43005228,1.101188827,2.240459621,0.392916473,1.925898343,0.246272958,4.189259931,1.008061413,11.18512899,0.384698785,,,,,,,,,3.019148111,0.182426139,0.996612571,0.144616899,,,5.182539299,0.299653923,0.830887631,0.262564281,,,,
6466,Aluminosillicates,Si rich,10.37704209,1.264906513,3.489430751,3.634894818,1.271384587,6.696117864,-11.4406788,57943,73.32718372,1.201009098,,,3.114344552,0.348432339,1.858352497,1.189710014,7.464490086,0.349859777,,,,,,,,,0.865260512,0.160754856,0.820810068,0.184714817,,,12.54956126,0.524015771,,,,,,
6467,Aluminosillicates,Si rich,4.472862968,1.456861921,2.093658451,2.386425362,1.08890497,6.690475442,-11.43985069,58724,74.74591732,1.177513413,4.501573369,0.469037285,,,5.075010285,1.205374673,12.88664341,0.437533343,,,,,,,,,1.698496193,0.177407847,,,,,1.09235337,0.231576408,,,,,,
6468,Aluminosillicates,Si rich,6.421043283,1.370627537,2.700055247,2.859287713,1.341749164,6.707659251,-11.43429749,57562,76.75877213,1.073326636,,,3.009007312,0.294232275,2.851132117,1.042209379,9.356518835,0.367064704,,,,,,,,,2.836774103,0.19740148,0.582505576,0.157329708,,,4.605290666,0.313177146,,,,,,
6469,Aluminosillicates,Si rich,2.822873518,1.586998333,1.574252175,1.895836014,1.214955932,6.688610386,-11.42970496,58232,81.24822378,1.582670026,,,,,6.157005578,1.649507321,8.074107021,0.45891488,,,,,,,,,1.54978605,0.25140699,,,,,2.970883995,0.398929464,,,,,,
6500,Sillica mixtures ,,1.153004676,1.437393765,1.096678236,1.211631606,1.0350162,6.821265668,-11.46677824,57430,88.31757903,1.391671784,,,,,,,6.334780902,0.851381756,,,,,,,,,1.973399147,0.639577443,,,,,3.374243155,0.966496766,,,,,,
6501,Aluminosillicates,Si rich,1.153004676,1.286909235,1.127954353,1.211631606,0.976668965,6.840281054,-11.46079625,55703,81.4265132,2.290884405,4.376958683,0.990492292,,,2.748165838,2.394642681,11.44836098,0.700951321,,,,,,,,,,,,,,,,,,,,,,
6502,Sillica mixtures ,,6.918028057,1.146676437,2.87836025,2.967879191,1.036448882,6.845206456,-11.45781976,56421,68.22075844,0.749741914,,,6.463416666,0.314180972,0,0.824701507,13.08275461,0.375529332,,,,,,,,,6.582771242,0.243139151,,,,,4.783427343,0.276520848,0.866870675,0.246931356,,,,
6503,Aluminosillicates,Si rich,6.739113539,1.370126182,2.968263131,2.92925005,1.433488842,6.837026149,-11.45699969,56887,75.38895607,1.118182484,1.449638139,0.403853133,2.404211089,0.280459016,3.00132595,1.052502543,10.40795147,0.385391014,,,,,,,,,2.76955571,0.188004551,0.508654816,0.154324749,,,4.069710895,0.29690268,,,,,,
6504,Aluminosillicates,Si rich,12.42461936,1.14408006,3.99907058,3.977375604,1.119635061,6.847023303,-11.45273819,52236,69.23761964,1.191463973,1.521989517,0.399317546,2.494373359,0.274696178,4.046172276,1.082280278,12.15876415,0.437683426,,,,,,,,,3.768575564,0.218180148,0.582691049,0.151608512,,,5.201882124,0.327063841,0.987916719,0.287152361,,,,
6505,Metallic Fe,,1.252401631,1.425209375,1.127954353,1.262777606,1.048172631,6.850400007,-11.45047158,57532,75.70462823,1.150790416,,,1.557331905,0.500484509,,,2.249856479,0.332034542,,,,,,,,,,,8.423738927,0.511061167,,,12.06443831,0.715834368,,,,,,
6506,Sillica mixtures ,,3.180702555,1.87409898,1.58168528,2.012410563,1.244824479,6.807653953,-11.44271119,54433,73.88936877,1.171191037,2.40165405,0.555745605,,,0,1.349725015,9.258606285,0.43405774,,,,,,,0.732522272,0.1830525,0.845124666,0.180644332,1.902116463,0.237179128,,,8.200710267,0.469519477,,,,,,
6507,Aluminosillicates,Si rich,10.29752452,1.704201438,3.019417022,3.620941236,1.50984939,6.825422269,-11.4436419,52243,76.92588568,1.337677054,,,2.680415288,0.352054159,1.430804003,1.314676832,9.644167125,0.447100261,,,,,,,0.533947302,0.17111263,0.901742466,0.181094196,0.980533473,0.211496768,,,6.902512908,0.438666204,,,,,,
6508,Metallic Fe,,4.075275149,1.437467099,1.973920117,2.277894088,1.073005771,6.879551755,-11.43966366,54532,63.21476698,0.968042109,,,,,,,,,,,,,,,,,,,9.459660202,0.357949268,,,27.32557356,0.780202355,,,,,,
6509,Aluminosillicates,Si rich,4.433104186,1.406167009,2.093658451,2.375795352,1.085825593,6.846275036,-11.43906404,60140,72.27245569,1.082189381,1.832106523,0.388323586,3.23086381,0.287891994,3.202769905,1.078459527,11.64750904,0.388076529,,,,,,,,,3.345033154,0.197390933,,,,,4.469266906,0.29224162,,,,,,
6510,Aluminosillicates,Si rich,3.379496465,1.569392921,1.744269322,2.074345328,1.150149976,6.919303912,-11.4369999,56958,77.05433965,1.3582794,3.018014692,0.512190349,,,5.68452701,1.385780796,10.86578444,0.448589213,,,,,,,,,2.164902724,0.216548168,,,,,1.212421991,0.251714932,,,,,,
6511,Aluminosillicates,Si rich,6.599957802,1.170454413,2.819885882,2.8988493,1.258374991,6.921969845,-11.4329026,58224,77.15445161,1.171386708,2.80521214,0.454700924,,,3.279377148,1.123080682,9.407097101,0.383905857,,,,,,,,,1.622618921,0.171580527,1.320917439,0.183910679,,,4.410318285,0.319131045,,,,,,
6512,Aluminosillicates,Si rich,3.737325502,1.208528125,2.151211743,2.181401068,1.165795727,6.915763895,-11.43221728,52525,74.79217052,1.22012198,2.885195799,0.427594548,,,7.540605217,1.251698565,11.18522584,0.416232133,,,,,,,,,3.596804291,0.221729325,,,,,,,,,,,,
6541,Sillica mixtures ,,1.03372833,1.185849856,1.127954353,1.147250534,1.000548052,6.983538836,-11.46498365,57758,80.42609096,1.221110206,,,3.764072433,0.741282338,,,8.86034891,0.637738174,,,,,,,,,3.088418022,0.444998825,,,,,3.861073777,0.644381111,,,,,,
6542,False Si ,,0.874693203,1.264906513,0.996980215,1.055317002,1.013596872,6.966189929,-11.46292365,60057,93.24713945,0.748856645,,,,,,,6.752857566,0.748856366,,,,,,,,,,,,,,,,,,,,,,
6543,Aluminosillicates,Si rich,5.804782163,1.836411298,2.163285484,2.718616964,1.297113073,6.947438675,-11.463265,60742,76.76776648,1.12174144,4.082077369,0.455824798,,,2.881670929,1.130615734,12.41465211,0.41306098,,,,,,,1.684722863,0.176088011,0.443305448,0.14450351,,,,,1.725795306,0.244479394,,,,,,
6544,Sillica mixtures ,,1.530713105,1.300504903,1.268948647,1.396053171,0.974209491,7.001704244,-11.45773539,58207,86.42775416,0.743247848,,,,,0,2.065330558,10.32497361,0.53895181,,,,,,,,,1.322711445,0.287018134,,,,,1.924556494,0.45181443,,,,,,
6545,Aluminosillicates,Si rich,13.73665916,1.530531963,3.713366878,4.182111626,1.601021874,6.979705227,-11.45653609,60883,72.67687321,1.106199063,3.83836627,0.396450097,,,5.646714568,1.145512145,13.13323975,0.414944673,,,,,,,,,3.12489178,0.187705527,,,,,1.579914615,0.21334202,,,,,,
6546,Aluminosillicates,Si rich,41.68708286,1.471593656,6.915343609,7.28544044,1.846847798,7.04341201,-11.44928464,57318,70.05950212,1.017894503,3.964000195,0.372477574,2.148087695,0.241998467,5.214739591,1.036005747,13.35440129,0.388890249,,,,,,,0.988877472,0.135279377,0.543914223,0.119559665,,,,,3.726473823,0.254708156,,,,,,
6547,Aluminosillicates,Si rich,2.027697879,1.513201437,1.409942941,1.606780982,1.091650919,7.052415066,-11.44277037,61187,76.51597261,1.454174425,4.039787501,0.56953975,,,5.358878523,1.501693111,10.62883288,0.464226399,,,,,,,,,2.41283346,0.232414156,,,,,1.043690927,0.276271137,,,,,,
6548,Aluminosillicates,Si rich,4.293948449,1.492543552,2.112311504,2.338209779,1.222868069,6.988250485,-11.43902565,58393,75.44152141,1.097076852,4.143549129,0.453113113,,,3.741069883,1.100811269,13.41311932,0.428304821,,,,,,,1.063253824,0.159554777,0.45205499,0.137243804,,,,,1.745439135,0.235977396,,,,,,
6549,Aluminosillicates,Si rich,1.133125285,1.581133141,0.996980215,1.201141092,1.070889816,6.982185529,-11.43833988,58706,86.1936152,2.16675587,,,,,2.840623818,2.260141075,6.731429696,0.546229538,,,,,,,,,1.10561382,0.326724118,,,,,3.128711507,0.548903411,,,,,,
6550,Aluminosillicates,Si rich,2.524682653,1.238838848,1.691931529,1.792909867,1.023376858,6.96356143,-11.43430999,54233,78.4820199,1.48597043,4.70383279,0.629995763,,,2.371776663,1.520223916,11.58161536,0.505267223,,,,,,,1.657366194,0.234265369,,,,,,,1.203393191,0.317770452,,,,,,
6551,Sillica mixtures ,,1.073487112,1.628810714,0.986960059,1.169104889,1.111684066,7.007685728,-11.43205537,54355,85.69957018,1.154431328,,,2.314081043,0.765298726,0,2.909422293,8.170813322,0.647527725,,,,,,,,,,,,,,,3.815533221,0.697045261,,,,,,
6552,Aluminosillicates,Si rich,1.053607721,1.118029966,1.196376258,1.158229259,1.042901853,7.058862829,-11.43076538,54278,78.164047,1.844007336,4.218447581,0.790776312,,,3.342715278,1.886910014,10.36548987,0.571540743,,,,,,,,,1.393707842,0.285588554,,,,,2.515607513,0.429410767,,,,,,
6553,Aluminosillicates,Si rich,4.671656878,1.642891986,2.063270948,2.438880538,1.414996573,7.061242757,-11.42540004,53751,76.70411468,1.376956329,2.182300761,0.5477536,1.787931658,0.343570858,3.192080557,1.358754002,11.25522032,0.47239908,,,,,,,0.580708124,0.187554758,1.316731051,0.206441898,,,,,2.98093278,0.339676091,,,,,,
6598,Aluminosillicates,Si rich,3.955998803,1.921085381,1.694307085,2.244311501,1.353047124,7.093102801,-11.46633626,57735,76.15314126,1.679366827,4.392463714,0.736905215,,,2.966558002,1.73380468,10.37320122,0.523270667,,,,,,,,,0.8610107,0.231912755,,,,,5.253626034,0.489181839,,,,,,
6599,Aluminosillicates,Si rich,0.874693203,1.341635959,0.996980215,1.055317002,1.081966977,7.081622506,-11.44747927,54953,83.77838135,2.209861204,,,3.006256744,0.64031207,1.85831394,2.294480056,7.644456625,0.579309789,,,,,,,,,2.07817629,0.377728185,,,,,1.634404995,0.513361581,,,,,,
6600,Aluminosillicates,Si rich,0.934331376,1.341635959,0.996980215,1.090700534,1.012905255,7.158880296,-11.44511975,54253,84.53507423,2.320240065,3.453604877,0.982597843,,,1.408953965,2.37210039,9.226337075,0.617965637,,,,,,,,,1.376032177,0.34706411,,,,,,,,,,,,
6601,Sillica mixtures ,,3.319858292,1.511191901,1.832925823,2.055960812,1.181703564,7.083581686,-11.44282024,56212,83.76514316,1.702112332,,,,,0.156901299,1.772080921,6.36555925,0.443787128,,,,,,,,,1.273451746,0.254734,1.516339462,0.297214952,,,6.922603399,0.562948827,,,,,,
6602,Aluminosillicates,Si rich,10.37704209,1.674928448,3.090638666,3.634894818,1.197817178,7.126020755,-11.44268588,56438,71.59990072,0.976474676,2.068059519,0.341507769,2.972914651,0.254082447,4.117808118,0.956834015,11.81631833,0.359870587,,,,,,,,,3.418098018,0.177425705,,,,,4.006911069,0.253834389,,,,,,
6603,No Classification,,1.133125285,1.305032174,1.127954353,1.201141092,1.011014477,7.091187751,-11.44039924,61109,70.02180219,0.860787369,,,6.733690947,0.499312393,,,6.986906379,0.378000084,,,,,,,,,,,,,,,16.25759304,0.605896534,,,,,,
6604,Sillica mixtures ,,0.894572594,1.334143141,0.996980215,1.067241867,1.038117211,7.174042433,-11.42448648,55687,76.26574636,0.703588501,,,10.3253521,0.460531563,0,1.27669787,11.55866459,0.412757136,,,,,,,,,0.869941711,0.16715934,,,,,0.980296824,0.256633456,,,,,,
6605,Aluminosillicates,Si rich,1.948180315,1.264906513,1.495470322,1.574960386,1.102720816,7.119760348,-11.42479933,59010,81.90658092,1.660125144,,,1.691098697,0.464611733,4.279625043,1.724201813,8.44739005,0.468690833,,,,,,,,,,,,,,,3.675299883,0.449779909,,,,,,
6606,Sillica mixtures ,,2.584320826,1.677190364,1.515503029,1.813962368,1.358952329,7.068438682,-11.42496181,52426,81.27734661,0.877287518,,,1.793484762,0.468469877,0,1.800680906,10.71891561,0.523626944,,,,,,,,,2.769512869,0.294215721,,,,,3.440740705,0.454676896,,,,,,
6607,Aluminosillicates,Si rich,6.222249373,1.159629958,3.137686883,2.814678305,1.716504666,7.147233564,-11.41822658,54062,78.4958899,1.362868492,2.219002694,0.52817571,,,5.145991594,1.317622326,8.559622616,0.412485562,,,,,,,,,1.706665009,0.203757943,0.66485554,0.191351911,,,3.20796594,0.332800881,,,,,,
6608,Aluminosillicates,Si rich,2.226491789,1.392034319,1.495470322,1.683703475,1.02392174,7.180910052,-11.4114932,60435,79.35966849,1.481510419,4.002171382,0.620808266,,,4.964798316,1.502745412,10.59069782,0.483770622,,,,,,,,,1.082663611,0.214730739,,,,,,,,,,,,
6609,Metallic Fe,,1.530713105,1.546164447,1.127954353,1.396053171,1.00977188,7.104198827,-11.40835218,54498,68.02172065,1.376495231,,,1.368065178,0.408059452,1.880233921,1.329640113,0.867921021,0.239064638,,,,,,,,,,,5.127769336,0.326536526,,,22.73429185,0.849083904,,,,,,
6610,Sillica,,1.212642849,1.213309663,1.196376258,1.242571861,0.984113764,7.131824196,-11.40530383,54348,83.28588605,0.576805091,,,,,,,16.71411842,0.576805416,,,,,,,,,,,,,,,,,,,,,,
6630,Aluminosillicates,Si rich,40.09673159,1.484776461,6.639665595,7.145120312,1.876022426,7.215919716,-11.46875591,52206,69.58150864,0.962121785,2.790076472,0.292706164,1.533390861,0.183495414,5.664795637,0.874661468,12.25949526,0.363526912,,,,,,,0.366211473,0.086129352,3.154272959,0.157397182,0.882331748,0.112857542,,,3.767929226,0.2207994,,,,,,
6631,Aluminosillicates,Si rich,2.703597172,1.306859662,1.785838107,1.855350865,1.126650542,7.266520345,-11.4635199,56376,82.52328038,1.840216108,,,,,2.76216045,1.977408305,7.627055794,0.500856526,,,,,,,,,,,,,,,7.087504119,0.587029895,,,,,,
6632,Aluminosillicates,Si rich,8.011394561,1.349832295,2.990940644,3.19381032,1.145163381,7.271862924,-11.45870915,57914,73.79474044,1.131835952,2.673304081,0.401574327,0.765348272,0.235576252,4.270352423,1.022532582,13.86348009,0.480133062,,,,,,,0.903575867,0.150066381,0.838687923,0.14722636,0.457854243,0.14474428,,,2.432659641,0.250905822,,,,,,
6633,False Cr,,1.23252224,1.676276664,1.096678236,1.252715473,1.31788353,7.250852201,-11.4579297,53512,85.5435729,1.179719344,,,,,,,,,,,,,,,,,,,,,14.45642263,1.179719623,,,,,,,,
6634,Aluminosillicates,Si rich,3.538531593,1.790126614,1.700125778,2.122592366,1.268419681,7.284546544,-11.45683606,53697,78.26758623,1.413958333,,,2.423534729,0.375559204,1.877294481,1.412497368,9.389490634,0.460178452,,,,,,,,,3.444775566,0.264831213,0.792634487,0.216381298,,,3.804682195,0.375999417,,,,,,
6635,Metallic Cr,,3.995757585,1.732349095,2.122357001,2.255561253,3.609244149,7.250702727,-11.45525127,59502,89.57633972,1.307248697,,,,,,,,,,,,,,,,,,,,,10.42366102,1.307248604,,,,,,,,
6636,Aluminosillicates,Si rich,1.789145187,1.355256978,1.395772301,1.509307922,1.06618202,7.287210692,-11.45217479,61114,79.94046807,1.569219679,2.282593958,0.598986307,,,5.375932157,1.58402659,8.513965458,0.441451743,,,,,,,,,2.87543647,0.268536038,,,,,1.01160612,0.308975508,,,,,,
6637,Aluminosillicates,Si rich,3.459014029,1.128843365,2.093658451,2.098607502,1.015309212,7.304689879,-11.4508505,54675,78.87974381,1.145010348,2.588844486,0.468388107,,,2.356825396,1.139312331,13.52234036,0.453170668,,,,,,,1.191933546,0.179265125,,,,,,,1.460320409,0.263505173,,,,,,
6638,Sillica mixtures ,,0.914451985,1.098410353,1.096678236,1.079034952,0.969527442,7.219095166,-11.44745562,56861,82.15846419,1.814387366,,,3.404835984,0.54126773,0.192619592,1.911834069,7.890743017,0.502634142,,,,,,,,,2.75979545,0.318051549,,,,,3.593545407,0.472357729,,,,,,
6639,Aluminosillicates,Si rich,17.1757938,2.309555214,3.607531207,4.676419557,1.898544184,7.283956234,-11.44851922,52046,70.43315768,1.017362904,,,3.156211972,0.298485556,2.031175606,0.95932493,11.65419444,0.398488808,,,,,,,,,5.603924021,0.254497468,,,,,7.12133944,0.359848258,,,,,,
6640,Aluminosillicates,Si rich,14.17400576,1.190407657,4.187316902,4.248164856,1.180253543,7.269564621,-11.4453219,60881,69.64323521,0.896080583,3.607579693,0.291008409,,,9.702376276,0.901033543,12.8321901,0.340490974,,,,,,,,,3.823939338,0.163613341,,,,,0.390687771,0.128123257,,,,,,
6641,Aluminosillicates,Si rich,1.709627623,1.299997155,1.409942941,1.475386558,1.065870327,7.279709017,-11.44303387,56785,78.2871604,1.552413031,3.127510101,0.60686823,,,6.387039274,1.562144142,9.213300794,0.464285817,,,,,,,,,1.812595129,0.249995012,,,,,1.172393281,0.324352086,,,,,,
6642,Aluminosillicates,Si rich,4.949968351,1.257461893,2.396903,2.510477136,1.10209775,7.275472514,-11.44093235,59677,75.67176819,1.120769326,4.007187858,0.441905949,,,3.09674032,1.042508148,10.67792997,0.397991156,,,,,0.732826907,0.153055962,0.499049434,0.134385971,1.2705951,0.148639036,1.00300312,0.156035321,,,3.040900454,0.264603319,,,,,,
